Wall time,Step,Value
1657131107.929844,0,5.344827651977539
1657131116.921502,1,5.273972511291504
1657131122.28942,2,4.615384578704834
1657131127.71485,3,6.111111164093018
1657131133.086261,4,4.146341323852539
1657131138.498803,5,4.259259223937988
1657131143.895461,6,4.146341323852539
1657131149.385118,7,3.6455330848693848
1657131155.064513,8,6.152416229248047
1657131160.453445,9,5.948904991149902
1657131165.896543,10,4.316770076751709
1657131171.444919,11,4.345794200897217
1657131177.019406,12,3.5227272510528564
1657131182.651061,13,4.404388904571533
1657131188.913938,14,4.708737850189209
1657131194.921752,15,5.489510536193848
1657131200.458141,16,3.875739574432373
1657131206.180507,17,5.791367053985596
1657131211.911573,18,3.720930337905884
1657131217.709557,19,5.526315689086914
1657131223.440107,20,4.404388904571533
1657131229.060206,21,6.320754528045654
1657131234.511642,22,4.771986961364746
1657131240.035631,23,5.869565010070801
1657131245.518116,24,5.135135173797607
1657131251.163128,25,5.676156520843506
1657131256.546218,26,5.563380241394043
1657131261.976366,27,6.904761791229248
1657131267.391245,28,6.029411792755127
1657131272.81475,29,6.583011627197266
1657131278.390809,30,6.029411792755127
1657131284.014045,31,5.600706577301025
1657131289.524388,32,4.740259647369385
1657131295.106419,33,4.8684210777282715
1657131300.459278,34,4.900990009307861
1657131305.857226,35,5.0
1657131311.337228,36,6.904761791229248
1657131316.873337,37,5.791367053985596
1657131322.259785,38,5.033444881439209
1657131327.750741,39,5.101010322570801
1657131333.366832,40,4.463722229003906
1657131338.792673,41,6.07011079788208
1657131344.207697,42,5.30927848815918
1657131349.755441,43,5.830325126647949
1657131355.157197,44,5.344827651977539
1657131360.570574,45,6.07011079788208
1657131366.125539,46,4.966777324676514
1657131371.744857,47,5.273972511291504
1657131377.393297,48,4.646302223205566
1657131383.03364,49,4.202454090118408
1657131388.410766,50,5.169491291046143
1657131394.028074,51,5.344827651977539
1657131399.377849,52,2.7220077514648438
1657131404.879386,53,6.494252681732178
1657131410.35375,54,6.71875
1657131415.723332,55,5.0
1657131421.262077,56,4.174312114715576
1657131426.772148,57,5.033444881439209
1657131432.289344,58,6.235955238342285
1657131437.689019,59,4.433962345123291
1657131443.38466,60,6.152416229248047
1657131449.266856,61,5.380622863769531
1657131454.980718,62,5.638298034667969
1657131460.750709,63,5.989010810852051
1657131466.170191,64,4.740259647369385
1657131471.783823,65,5.0
1657131477.72474,66,5.416666507720947
1657131483.394235,67,5.067113876342773
1657131489.070131,68,5.600706577301025
1657131494.624647,69,4.803921699523926
1657131500.142612,70,5.30927848815918
1657131505.688506,71,5.416666507720947
1657131511.248112,72,4.771986961364746
1657131516.83795,73,5.563380241394043
1657131522.381175,74,4.202454090118408
1657131527.980815,75,4.933774948120117
1657131533.510059,76,4.49367094039917
1657131539.054618,77,5.30927848815918
1657131544.638302,78,5.909090995788574
1657131550.210428,79,5.714285850524902
1657131556.286177,80,5.344827651977539
1657131562.193451,81,5.2040815353393555
1657131567.722028,82,6.627906799316406
1657131573.136644,83,4.174312114715576
1657131578.526861,84,5.714285850524902
1657131584.137346,85,5.416666507720947
1657131589.94852,86,4.966777324676514
1657131596.041463,87,5.676156520843506
1657131601.897148,88,5.600706577301025
1657131608.099787,89,4.900990009307861
1657131614.165716,90,5.526315689086914
1657131620.140282,91,5.676156520843506
1657131626.045321,92,4.740259647369385
1657131631.881971,93,4.966777324676514
1657131637.612161,94,5.638298034667969
1657131643.214835,95,6.07011079788208
1657131649.227094,96,5.948904991149902
1657131655.063951,97,5.238907814025879
1657131660.723607,98,5.067113876342773
1657131666.287926,99,4.584664344787598
1657131672.193531,100,5.638298034667969
1657131678.185263,101,5.909090995788574
1657131683.810601,102,6.278195381164551
1657131689.369261,103,4.463722229003906
1657131694.83422,104,5.989010810852051
1657131700.352612,105,5.169491291046143
1657131705.95138,106,5.752688407897949
1657131711.643477,107,5.752688407897949
1657131717.469249,108,4.836065769195557
1657131723.230417,109,4.966777324676514
1657131728.940467,110,4.433962345123291
1657131734.72796,111,4.615384578704834
1657131740.263866,112,5.526315689086914
1657131746.16738,113,5.752688407897949
1657131752.233854,114,4.966777324676514
1657131758.324845,115,6.764705657958984
1657131764.31715,116,5.791367053985596
1657131770.353771,117,5.830325126647949
1657131776.279775,118,4.287925720214844
1657131782.353397,119,6.07011079788208
1657131788.326795,120,4.202454090118408
1657131794.170414,121,6.320754528045654
1657131800.002248,122,4.316770076751709
1657131805.834231,123,4.259259223937988
1657131811.763457,124,6.71875
1657131817.894456,125,4.8684210777282715
1657131823.775941,126,5.676156520843506
1657131829.805801,127,4.615384578704834
1657131835.845275,128,4.803921699523926
1657131841.638004,129,5.380622863769531
1657131847.404351,130,4.708737850189209
1657131853.253439,131,6.278195381164551
1657131859.113962,132,4.8684210777282715
1657131864.888177,133,4.646302223205566
1657131870.66898,134,5.169491291046143
1657131876.459765,135,5.948904991149902
